StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1,Q2,Q3,Q4,Q7,Q8,Q19,Q19_6_TEXT,Q19_7_TEXT,Q19_4_TEXT,Q19_5_TEXT,Q17_iphone,Q17_ipad,Q17_android_phone,Q17_android_tablet,Q17_win_phone,Q17_ms_surface,Q17_other_touchscreen,Q17_palm_pda_phone,Q17_other,Q17_other_TEXT,Q9,Q10,Q11,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_7_TEXT,Q21_1,Q21_2,Q21_5,Q21_3,Q21_4,Q21_6,Q21_6_TEXT,Q14,Q15,Q23,Q24,Q16,Q_TotalDuration,Q19_7_TEXT - Topics
2017-10-27 13:03:57,2017-10-27 13:07:56,IP Address,129.63.17.4,100,238,True,2017-10-27 13:07:56,R_pAzl6jxXXSP2So9,,,,,42.652297973633,-71.350601196289,anonymous,30,male,some_college,23,"Google chrome
Steam
Word
image viewers
Nicoviewer
Youtube
Dropbox
OneDrive
",expert,"fic_media,non_fic_media,video_game_gots",Stellaris,,,,rarely,complete_unfamiliar,familiar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,Other,Yes,5,Europa Universalis 4,Rarely Used,Never Used,Never Used,Frequently Used,Never Used,Never Used,Never Used,Other,Rarely Used,Frequently Used,Never Used,Never Used,Never Used,Never Used,Other,No,,,,somewhat,238,
2017-10-27 14:41:43,2017-10-27 14:47:56,IP Address,129.63.17.4,100,372,True,2017-10-27 14:47:56,R_3QbzzC2FlDqzUJz,,,,,42.652297973633,-71.350601196289,anonymous,31,male,batchelor,25,"visual studio
",expert,"non_fic_media,chatbots",,,,,complete_unfamiliar,complete_unfamiliar,familiar,frequent,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,None,No,,,,,,,,,,,,,,,,,,Yes,"It was a small robot to lift things up, put down through a video game handle.",No,,somewhat,372,
2017-10-31 08:22:57,2017-10-31 09:44:11,IP Address,129.63.17.4,100,4874,True,2017-10-31 09:44:11,R_2q8xMRF0UKTDNR3,,,,,42.652297973633,-71.350601196289,anonymous,32,male,some_college,20,"Solidworks, Microsoft Word, Excel, Outlook and Powerpoint, adobe illustrator, google docs and spreadsheets, youtube, facebook, gmail.",moderate,"fic_media,non_fic_media,video_game_gots","""death squared""
the tanks in ""wii play""
",,,,familiar,frequent,rarely,rarely,complete_unfamiliar,complete_unfamiliar,frequent,complete_unfamiliar,complete_unfamiliar,,Yes,5,"Super Smash Bros Melee

This is pretty much the only game I play regularly",Rarely Used,Rarely Used,Rarely Used,Rarely Used,Never Used,Rarely Used,Frequently Used,Nintendo Gamecube,Rarely Used,Rarely Used,Rarely Used,Rarely Used,Rarely Used,Frequently Used,single joystick controller,No,,,,neutral,4874,
2017-10-31 10:47:12,2017-10-31 10:54:11,IP Address,129.63.17.4,100,418,True,2017-10-31 10:54:11,R_Q6Ckdr75xIyY2w9,,,,,42.652297973633,-71.350601196289,anonymous,33,male,batchelor,29,"MacOSx
Microsoft Word and Excel
Internet Browsers, primarily Chrome and Safari
Sublime Text
Good Grapher (function graphing software)
Google Maps
PDF readers/editors",moderate,"fic_media,non_fic_media,video_game_gots,chatbots","Borderlands
Starcraft
Probably quite a few others",,,,familiar,frequent,moderate,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,,Yes,"Rarely, but frequently in the past; often 15+ hours at times",None,Rarely Used,Moderately Used,Used Daily,Used Daily,Frequently Used,Rarely Used,Used Daily,Older Nintendo Consoles,Used Daily,Used Daily,Used Daily,Moderately Used,Rarely Used,Never Used,,No,,,,neutral,418,
2017-10-31 13:39:45,2017-10-31 13:42:16,IP Address,129.63.17.4,100,150,True,2017-10-31 13:42:16,R_1I737RpFaMzdect,,,,,42.652297973633,-71.350601196289,anonymous,34,female,some_college,23,"Outlook (email), Instagram, Google Chrome, Microsoft Word, Microsoft Exce;",moderate,fic_media,,,,,familiar,rarely,frequent,complete_unfamiliar,complete_unfamiliar,rarely,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,,No,,,,,,,,,,,,,,,,,,No,,,,somewhat_not,150,
2017-11-01 08:16:22,2017-11-01 08:24:00,IP Address,129.63.17.4,100,457,True,2017-11-01 08:24:02,R_0Of0qtD8bEzMcff,,,,,42.652297973633,-71.350601196289,anonymous,35,male,some_college,18,"Microsoft Word, C programming language, twitter ",moderate,"fic_media,non_fic_media,video_game_gots,commercial_bots,real_bots,made_bots","I Robot, battle bots, "," robotic toy kits","vex robotics ",programming with Robot C in high school,familiar,rarely,rarely,rarely,rarely,moderate,rarely,familiar,complete_unfamiliar,,Yes,5,"nba 2k, madden, call of duty",Frequently Used,Never Used,Never Used,Rarely Used,Frequently Used,Never Used,Never Used,,Never Used,Rarely Used,Used Daily,Rarely Used,Never Used,Never Used,,Yes,"robotics club in high school ",No,,very,457,
2017-11-01 09:05:53,2017-11-01 09:11:14,IP Address,129.63.17.4,100,321,True,2017-11-01 09:11:15,R_3GCjtC85zDKClbE,,,,,42.652297973633,-71.350601196289,anonymous,36,female,batchelor,23,"firefox,whatsapp,gmail",moderate,"fic_media,non_fic_media,made_bots",,,,"Made a grid solver, which had to move blocks and arrange the blocks in an ascending order in the middle line of the grid with a teamm of four in the sophomore year of my BE",familiar,frequent,familiar,complete_unfamiliar,moderate,frequent,frequent,complete_unfamiliar,complete_unfamiliar,,No,,,,,,,,,,,,,,,,,,No,,,,somewhat,321,
2017-11-02 10:17:45,2017-11-02 10:26:24,IP Address,129.63.17.4,100,518,True,2017-11-02 10:26:24,R_3PAZTMZIP5IPlgC,,,,,42.652297973633,-71.350601196289,anonymous,37,male,some_college,19,"Web browser, visual studio, email, solitaire",expert,"fic_media,non_fic_media,video_game_gots,chatbots,commercial_bots,real_bots,made_bots","Borlderlands 2, Portal","Roomba, Lego Mindstorms",Have taken a tour at iRobot,First Tech Challenge,rarely,rarely,familiar,moderate,complete_unfamiliar,rarely,familiar,moderate,moderate,,Yes,10,"PUBG, BF4, Borderlands 2, Risk (mobile), Skyrim, Brawlhalla (fighting game)",Moderately Used,Rarely Used,Rarely Used,Used Daily,Rarely Used,Moderately Used,Moderately Used,Nintendo DS,Frequently Used,Used Daily,Frequently Used,Rarely Used,Never Used,Rarely Used,Joystick,Yes,"Lego Mindstorms, have operated a first tech challenge robot,",Yes,Some game requiring control of multiple robots,somewhat,518,
2017-11-02 11:07:58,2017-11-02 11:13:23,IP Address,129.63.17.4,100,324,True,2017-11-02 11:13:24,R_32JvQjvktNxY0KC,,,,,42.652297973633,-71.350601196289,anonymous,38,male,some_college,20,"Outlook, Google drive, news apps, roadster routes, video games",expert,"fic_media,non_fic_media,chatbots",,,,,rarely,rarely,familiar,rarely,complete_unfamiliar,complete_unfamiliar,familiar,complete_unfamiliar,complete_unfamiliar,,Yes,4,"Trials fusion, skyrim, civilization, kerbal space program, rocket league",Rarely Used,Rarely Used,Frequently Used,Frequently Used,Rarely Used,Rarely Used,Never Used,,Moderately Used,Frequently Used,Frequently Used,Rarely Used,Never Used,Never Used,,No,,,,neutral,324,
2017-11-02 13:49:28,2017-11-02 13:55:36,IP Address,129.63.17.4,100,368,True,2017-11-02 13:55:36,R_12PUsojBxKuqvQr,,,,,42.652297973633,-71.350601196289,anonymous,39,female,master,28,"Google, Facebook, Weather app, Amazon.",moderate,"fic_media,chatbots",,,,,complete_unfamiliar,rarely,familiar,frequent,rarely,complete_unfamiliar,rarely,complete_unfamiliar,complete_unfamiliar,,No,,,,,,,,,,,,,,,,,,Yes,Making the robot pick stuff.,No,,somewhat_not,368,
2017-11-03 07:44:16,2017-11-03 07:47:15,IP Address,129.63.17.4,100,179,True,2017-11-03 07:47:16,R_VJceGBybz5wKfRf,,,,,42.652297973633,-71.350601196289,anonymous,40,female,hs_diploma,18,"facebook, instagram, snapchat, google",moderate,"fic_media,academic",,,,,familiar,frequent,rarely,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,,No,,,,,,,,,,,,,,,,,,No,,,,somewhat_not,179,
2017-11-03 09:19:55,2017-11-03 09:25:53,IP Address,129.63.17.4,100,358,True,2017-11-03 09:25:54,R_u20QdWkgp9WkboR,,,,,42.652297973633,-71.350601196289,anonymous,41,male,some_college,22,"SolidWorks
Android operating system
Windows 10
Gmail for Android
Any.do
Google Keep
myHomework
Google Calendar",moderate,"fic_media,non_fic_media,video_game_gots,real_bots",Portal,,Fanuc industrial automation robots,,rarely,rarely,familiar,moderate,rarely,rarely,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,,Yes,2,"Hollow Knight
Rocket League
Battlefront
Portal",Rarely Used,Rarely Used,Moderately Used,Frequently Used,Moderately Used,Rarely Used,Never Used,,Moderately Used,Used Daily,Frequently Used,Moderately Used,Never Used,Never Used,,No,,,,somewhat_not,358,
2017-11-03 10:28:20,2017-11-03 10:34:19,IP Address,129.63.17.4,100,358,True,2017-11-03 10:34:19,R_cw4pX2IpfSHoLtv,,,,,42.652297973633,-71.350601196289,anonymous,42,female,master,27,"windows, gmail, roadster watsap,viber, tumblr, cdc app, WHO app, ",casual,non_fic_media,,,,,complete_unfamiliar,complete_unfamiliar,familiar,familiar,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,frequent,complete_unfamiliar,,Yes,4,visual novels,Used Daily,Rarely Used,Never Used,Never Used,Never Used,Never Used,Never Used,,Used Daily,Frequently Used,Never Used,Never Used,Never Used,Never Used,,No,,,,neutral,358,
2017-11-03 11:40:41,2017-11-03 11:49:02,IP Address,129.63.17.4,100,501,True,2017-11-03 11:49:02,R_1cY2xOxAwuHqWcS,,,,,42.652297973633,-71.350601196289,anonymous,43,female,batchelor,26,"Technical software for data analysis eg TRIOS etc.
MS office etc ",moderate,non_fic_media,,,,,rarely,rarely,frequent,rarely,rarely,rarely,frequent,complete_unfamiliar,moderate,machine touchscreen,Yes,10 to 15 mins,Android games,Frequently Used,Rarely Used,Never Used,Moderately Used,Never Used,Never Used,Never Used,,Frequently Used,Frequently Used,Moderately Used,Never Used,Never Used,Never Used,,No,,,,somewhat,501,
2017-11-03 12:54:39,2017-11-03 13:05:21,IP Address,129.63.17.4,100,642,True,2017-11-03 13:05:21,R_3M4FOUDVq3ypmw5,,,,,42.652297973633,-71.350601196289,anonymous,44,female,batchelor,23,"I usually work on programming and simulation softwares. ",moderate,"fic_media,non_fic_media,made_bots",,,,I programmed a basic robot using FPGA during undergraduation.,rarely,rarely,familiar,rarely,rarely,familiar,familiar,rarely,complete_unfamiliar,,Yes,3-4,Clash of the Clans,Used Daily,Rarely Used,Rarely Used,Moderately Used,Rarely Used,Never Used,Never Used,,Used Daily,Used Daily,Rarely Used,Rarely Used,Rarely Used,Never Used,,Yes,"A robot should be able to sense gestures and follow commands appropriately. Its movements should not be restricted, should have ample of programming and smartness to follow real time commands as well.",Yes,"While operating a group of robots, its necessary for all of them to follow the commands at the same time , as latency of each bot needs to be taken into consideration. As the instructor asked, what if some robots get confused with the gestures when they are on the line of division.",somewhat,642,
2017-11-06 07:59:00,2017-11-06 08:04:12,IP Address,129.63.17.4,100,312,True,2017-11-06 08:04:13,R_3RsHHMtBDZFIznU,,,,,42.652297973633,-71.350601196289,anonymous,45,female,some_college,21,"word, excel, google chrome, notepad, paint, e-mail, powerpoint",casual,"fic_media,non_fic_media,chatbots,commercial_bots",,MindStorm NXT Robotics Kit,,,familiar,familiar,rarely,complete_unfamiliar,complete_unfamiliar,rarely,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,,No,,,,,,,,,,,,,,,,,,Yes,"Built and programmed using an NXT Robotics Kit
ex) instructing robot to pick up a ball or stay within a boundary",No,,neutral,312,
2017-11-07 09:50:47,2017-11-07 09:57:58,IP Address,129.63.17.4,100,430,True,2017-11-07 09:57:58,R_3rSSAWMf3cTMxFk,,,,,42.652297973633,-71.350601196289,anonymous,46,male,some_college,19,"Web surfing (chrome, etc). Eclipse, Git, Atom.io, Steam, Counter-Strike, Snapchat, facebook, camera.",guru,"fic_media,non_fic_media,video_game_gots,chatbots,commercial_bots,real_bots,made_bots,academic",Hard to list them all.,"Often LEGO devices, or something similar.",FIRST Robotics Team captain. Currently mentor two teams. Build small arduino robots in my free time.,"FIRST Robotics Team captain, active mentor of two teams. Build small arduino robots in my free time.",moderate,moderate,familiar,frequent,rarely,moderate,frequent,rarely,moderate,Drawing pad / waccom tablet.,Yes,11,"Minecraft, CS:Go, Dota, Hearthstone, Overwatch, Thomas Was Alone, INSIDE, LIMBO, PUBG, GTA: V, Fallout 4",Moderately Used,Rarely Used,Rarely Used,Used Daily,Rarely Used,Rarely Used,Moderately Used,DS/Gameboy/ETc,Rarely Used,Used Daily,Frequently Used,Rarely Used,Rarely Used,Never Used,Not sure of other real input devices,Yes,FIRST Robotics Team programmer / Captain / Test driver occasionally. Work with robots almost daily.,Yes,"Small group of drones (leader-follow style), small group of leader-follow robots",neutral,430,
2017-11-07 13:45:46,2017-11-07 13:55:10,IP Address,129.63.17.4,100,564,True,2017-11-07 13:55:10,R_aeAXeLGAMl6tQjf,,,,,42.652297973633,-71.350601196289,anonymous,47,male,hs_diploma,22,"Programming (Arduino, IntelliJ, using python, C++, and Java)
Facebook (and Messenger chat)
",expert,"fic_media,non_fic_media,commercial_bots,real_bots,made_bots,academic",,IRobot Roomba,"Valkyrie (NASA's humanoid robot)

Working on her with the team at the New England Robotics Validation & Experimentation (NERVE) Center.",See above (NERVE Center),rarely,rarely,familiar,rarely,complete_unfamiliar,rarely,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,,Yes,15-20,"Pyre
Crypt of the Necrodancer
Overwatch",Never Used,Never Used,Never Used,Used Daily,Moderately Used,Rarely Used,Never Used,,Rarely Used,Used Daily,Frequently Used,Rarely Used,Rarely Used,Never Used,,Yes,"iRobot's Roomba: Helping Dan Brooks with his graduate research
Valkyrie: Working on a multitude of experimentations including data collection and touch sensors ",Yes,Roombas for Dan Brooks's graduate research,somewhat,564,
2017-11-08 08:13:28,2017-11-08 08:19:58,IP Address,129.63.17.4,100,390,True,2017-11-08 08:19:59,R_2VfG6DONqDugwJ6,,,,,42.652297973633,-71.350601196289,anonymous,48,female,some_college,21,"I am a computer scientist, so I write a lot of code in C, C++, C#.  I use Object oriented programming concepts a lot, so I used tat to kind of assume the robots coulbe be given ""properties"" or ""functions"" as a group like you would when programming a class.",expert,"fic_media,non_fic_media,chatbots,commercial_bots,real_bots,made_bots",,"NAO robot, ""cricket"" robots, CBC botball brains, Baxter, lego mindstorm (in a class rather than recreationally). I also have a Sphero BB-8 that I play with at home",Working in the Robotics Lab with the NAO a few years ago and now with Baxter,Working in the Robotics Lab with the NAO a few years ago and now with Baxter,familiar,moderate,rarely,rarely,complete_unfamiliar,rarely,complete_unfamiliar,complete_unfamiliar,complete_unfamiliar,,No,,,,,,,,,,,,,,,,,,Yes,"I enabled the NAO Robot to get into an upright standing position from laying down on its stomach or back, and enabled it to walk around the room using its sonar to avoid obstacles.  In Mobile Robotics I, I programmed a CBC to do lots of tasks like line following and wall following, and have done similar tasks with simulated robots for Mobile Robotics II.",No,,somewhat,390,
2017-11-08 10:24:50,2017-11-08 10:43:24,IP Address,129.63.17.4,100,1113,True,2017-11-08 10:43:25,R_32PfSGxW0RaDJPT,,,,,42.652297973633,-71.350601196289,anonymous,49,male,some_college,23,"GIMP
SolidWorks
Meshmixer
Blender
Arduino",moderate,"fic_media,non_fic_media,video_game_gots,commercial_bots,real_bots,made_bots,academic","Armored Core
Fallout
Starcraft
Destiny
Fantastic Contraption
Besieged","Arduino Controlled Systems
""HEX"" brand insect robots
NXT (Lego Robot)
RC Cars
3D Printers","ATM
Self-Checkout
Car GPS
Cell Phone

","Programming Arduino and ""Itchy Board"" (UMass ICODE) to interact with pre-built peripherals and chassis', coding calculators, graphs, and other codes in Microsoft Visual Studio.",familiar,frequent,rarely,rarely,complete_unfamiliar,rarely,rarely,complete_unfamiliar,complete_unfamiliar,,Yes,21-30,"Dark Souls 3
Destiny
Super Smash Bros. 4 (3DS)
",Used Daily,Never Used,Moderately Used,Used Daily,Frequently Used,Rarely Used,Moderately Used,3DS,Used Daily,Moderately Used,Frequently Used,Rarely Used,Never Used,Moderately Used,Stylus,Yes,"I've had to design and build robots to perform tasks such as maze navigation, light detection, line detection, and other autonamous functions.

I've designed robots that require certain feedbacks, in the form of switches or pressure sensitive films, that will execute functions according to the stimuli.",No,,somewhat,1113,
2017-11-08 12:05:41,2017-11-08 12:13:51,IP Address,129.63.17.4,100,489,True,2017-11-08 12:13:51,R_11hDfu5JInmbm7h,,,,,42.652297973633,-71.350601196289,anonymous,50,male,some_college,18,"Chrome, Steam, Snapchat, Discord, IntelliJ, Arduino, Waveform, Microsoft word, ",guru,"fic_media,non_fic_media,video_game_gots,chatbots,commercial_bots,real_bots,made_bots","Any game character one would have control of is a robot in my definition. I most identified the swarm idea with a game like Total Warhammer or Mount and Blade Warband, where one has control over a troops in a war.",Vex Robotics,Vex Robotics,Vex Robotics,rarely,moderate,familiar,rarely,complete_unfamiliar,familiar,moderate,familiar,complete_unfamiliar,,Yes,5 - 10,"Sid Meier's Civilization 5
Borderlands 2
Smite
Player Unknown's Battle Grounds
Paragon",Used Daily,Never Used,Never Used,Used Daily,Never Used,Moderately Used,Rarely Used,PS2,Used Daily,Used Daily,Used Daily,Rarely Used,Never Used,Never Used,,Yes,I was a driver for my team in Vex.,No,,neutral,489,
2017-11-09 07:50:20,2017-11-09 07:54:18,IP Address,129.63.17.4,100,237,True,2017-11-09 07:54:18,R_3iD0NLbSRDFZlGP,,,,,42.652297973633,-71.350601196289,anonymous,51,female,associate,21,"Microsoft Office, Spotify, Chrome",moderate,"fic_media,non_fic_media,video_game_gots,chatbots,commercial_bots","League of Legends, Portal 1 & 2",Robotic Dog toy,,,moderate,moderate,familiar,moderate,complete_unfamiliar,complete_unfamiliar,moderate,rarely,complete_unfamiliar,,Yes,10,"Zelda, League of Legends, Mario Cart",Frequently Used,Rarely Used,Never Used,Used Daily,Never Used,Never Used,Never Used,,Frequently Used,Frequently Used,Moderately Used,Moderately Used,Rarely Used,Never Used,,No,,,,somewhat,237,
